Crop,N,P,K,pH,Rainfall,Temperature,Humidity,Season
Wheat,94,52,59,6.94,62.12,11.75,47.4,Rabi
Wheat,86,48,42,6.7,113.9,18.52,50.42,Rabi
Millet,58,38,36,5.39,69.77,28.46,42.13,Kharif
Sugarcane,112,40,72,6.25,241.0,27.18,68.51,Kharif
Wheat,80,38,53,6.38,115.19,10.98,55.87,Rabi
Rice,103,52,50,5.84,184.53,29.88,72.32,Kharif
Cotton,66,49,54,7.24,115.01,21.29,50.38,Kharif
Wheat,68,59,58,6.59,69.5,18.67,50.46,Rabi
Sugarcane,105,75,44,6.21,216.51,33.2,83.6,Kharif
Rice,95,62,73,6.42,236.64,23.77,75.78,Kharif
Cotton,78,49,39,7.14,61.24,33.57,48.26,Kharif
Wheat,83,44,44,6.99,53.13,20.74,55.22,Rabi
Sugarcane,104,75,72,7.37,223.12,22.64,80.44,Kharif
Wheat,68,43,50,6.13,90.79,22.32,57.23,Rabi
Rice,82,68,40,5.91,299.93,28.7,71.84,Kharif
Cotton,83,53,47,5.71,128.64,32.89,51.75,Kharif
Millet,42,30,49,6.4,73.01,27.81,50.33,Kharif
Cotton,67,37,53,6.59,115.38,34.07,58.63,Kharif
Rice,120,53,40,6.8,252.12,26.13,81.2,Kharif
Maize,107,37,35,6.38,162.35,28.08,66.49,Zaid
Cotton,75,34,37,6.28,61.22,24.57,58.3,Kharif
Maize,95,50,53,6.19,150.13,25.76,53.57,Zaid
Millet,67,22,50,6.46,62.88,24.17,51.03,Kharif
Wheat,60,45,45,6.97,80.27,19.42,42.45,Rabi
Sugarcane,122,78,59,7.08,176.55,29.79,65.12,Kharif
Millet,62,31,22,6.27,74.54,26.78,45.38,Kharif
Cotton,62,35,51,5.53,89.61,26.94,58.22,Kharif
Sugarcane,127,63,59,6.65,207.1,20.62,69.74,Kharif
Millet,66,41,21,6.31,55.65,20.28,33.53,Kharif
Wheat,62,51,55,7.15,57.47,23.76,57.91,Rabi
Rice,100,56,79,5.59,207.1,26.76,82.0,Kharif
Wheat,92,38,47,7.44,62.95,12.37,54.27,Rabi
Maize,92,43,41,6.17,173.04,21.39,55.77,Zaid
Millet,57,30,43,6.36,84.53,29.76,34.94,Kharif
Maize,101,49,59,6.95,162.88,28.94,57.74,Zaid
Rice,82,67,40,5.67,269.64,23.13,79.83,Kharif
Maize,83,37,53,6.09,86.28,19.76,52.93,Kharif
Millet,64,35,28,6.08,54.09,23.61,36.13,Kharif
Maize,106,55,54,5.89,132.65,27.49,51.62,Zaid
Millet,36,31,37,5.89,79.95,30.0,37.06,Kharif
Maize,82,61,53,6.93,144.4,19.1,50.42,Kharif
Sugarcane,107,77,61,6.99,181.89,24.77,69.01,Zaid
Cotton,89,48,33,5.9,147.27,26.99,51.32,Kharif
Rice,107,60,40,6.54,166.52,28.53,75.47,Kharif
Sugarcane,105,73,74,7.16,149.58,33.36,81.54,Kharif
Millet,52,23,29,5.55,96.28,27.84,54.26,Kharif
Cotton,66,47,39,6.79,61.41,23.52,58.6,Kharif
Sugarcane,104,42,65,6.97,193.09,31.42,81.65,Kharif
Rice,104,43,49,6.06,251.66,22.81,83.61,Kharif
Sugarcane,127,63,47,7.0,204.48,34.11,77.83,Zaid
Maize,91,57,40,6.59,105.4,26.38,67.74,Kharif
Cotton,90,53,35,7.4,89.28,26.9,42.19,Kharif
Maize,85,39,53,6.93,101.53,29.92,64.76,Zaid
Wheat,69,55,58,6.29,93.53,15.35,45.9,Rabi
Wheat,83,56,44,6.88,63.62,20.72,52.5,Rabi
Rice,98,52,53,5.7,178.58,21.55,81.24,Kharif
Millet,56,45,49,6.06,99.48,26.38,44.34,Kharif
Cotton,90,27,53,6.35,117.15,27.73,54.41,Kharif
Millet,70,50,36,6.64,79.29,23.36,49.93,Kharif
Cotton,68,47,39,6.35,108.74,32.31,59.22,Kharif
Maize,71,39,63,6.45,108.09,23.55,68.94,Zaid
Millet,58,22,36,6.11,85.27,20.46,30.68,Kharif
Cotton,85,51,37,5.97,148.58,28.59,53.25,Kharif
Sugarcane,149,42,73,7.42,226.31,34.03,76.63,Zaid
Sugarcane,123,59,78,6.41,175.07,30.19,62.77,Zaid
Millet,57,34,25,5.98,53.19,26.09,30.99,Kharif
Wheat,83,56,47,7.09,92.69,18.7,59.93,Rabi
Cotton,54,55,41,6.11,94.44,27.91,40.33,Kharif
Cotton,74,26,36,6.92,129.69,21.01,50.1,Kharif
Maize,95,49,48,6.16,142.93,26.31,57.97,Kharif
Millet,45,49,50,6.01,78.5,23.93,47.26,Kharif
Maize,104,42,35,6.4,159.73,18.73,67.78,Kharif
Sugarcane,131,42,46,6.44,187.84,27.66,69.03,Kharif
Millet,60,32,29,6.97,96.4,31.47,52.03,Kharif
Millet,37,39,22,5.46,99.17,21.83,39.16,Kharif
Wheat,75,34,49,6.77,101.93,20.24,57.0,Rabi
Millet,47,21,43,6.83,86.21,20.06,48.43,Kharif
Rice,118,61,77,6.25,264.86,24.06,83.34,Kharif
Rice,115,64,79,5.89,278.39,31.31,76.91,Kharif
Wheat,83,37,40,7.22,97.9,18.11,59.09,Rabi
Maize,108,44,36,6.47,120.96,27.54,50.89,Kharif
Rice,109,40,71,6.37,204.25,28.7,81.86,Kharif
Millet,47,31,42,5.39,54.91,22.66,43.72,Kharif
Millet,53,41,26,6.59,43.86,31.32,35.38,Kharif
Rice,115,61,62,6.66,296.99,22.19,75.92,Kharif
Millet,47,25,24,5.17,57.78,21.65,41.68,Kharif
Maize,91,57,38,6.69,82.76,24.66,53.39,Kharif
Wheat,72,42,53,6.15,96.49,19.17,49.47,Rabi
Sugarcane,94,64,48,6.38,235.95,34.53,83.71,Zaid
Sugarcane,128,71,78,7.05,217.64,34.74,60.17,Zaid
Maize,82,52,51,6.81,174.58,24.45,50.14,Zaid
Wheat,80,57,49,7.25,57.61,10.35,49.98,Rabi
Wheat,74,58,33,7.4,82.13,13.66,58.36,Rabi
Cotton,53,55,30,6.35,120.63,27.07,46.48,Kharif
Sugarcane,90,58,56,7.04,232.67,23.62,64.78,Kharif
Rice,100,47,67,5.62,163.77,31.66,79.04,Kharif
Cotton,58,43,31,6.58,105.29,25.07,46.1,Kharif
Cotton,64,45,28,5.83,68.51,27.62,49.3,Kharif
Sugarcane,129,60,68,6.22,186.01,33.6,63.99,Kharif
Sugarcane,145,64,72,7.41,200.73,32.71,66.17,Kharif
Rice,83,48,54,6.0,248.67,21.4,84.71,Kharif
Rice,83,49,74,5.63,295.78,33.03,82.53,Kharif
Sugarcane,140,54,54,6.24,181.29,21.03,74.51,Zaid
Sugarcane,109,73,61,6.44,199.11,25.36,79.38,Kharif
Sugarcane,102,63,62,6.94,178.56,22.53,68.16,Kharif
Cotton,85,52,47,6.77,92.5,30.35,51.43,Kharif
Millet,42,27,31,6.27,53.3,24.99,38.61,Kharif
Rice,80,68,75,6.13,239.98,34.02,74.78,Kharif
Cotton,68,37,41,7.38,103.92,22.61,49.71,Kharif
Wheat,67,43,31,6.36,112.07,19.57,59.07,Rabi
Maize,101,53,58,5.94,134.69,29.47,69.88,Zaid
Rice,80,46,67,6.49,238.79,28.23,79.32,Kharif
Cotton,79,45,26,6.11,79.88,30.38,58.29,Kharif
Millet,67,28,39,5.45,55.27,21.62,44.92,Kharif
Sugarcane,144,74,69,6.12,135.01,28.04,72.79,Kharif
Sugarcane,146,65,49,7.0,128.64,33.14,83.48,Zaid
Maize,104,49,36,6.76,91.91,22.9,56.48,Zaid
Cotton,83,33,32,6.77,79.38,25.71,56.95,Kharif
Sugarcane,150,48,48,6.52,158.22,27.13,65.37,Kharif
Millet,40,38,44,5.64,97.71,27.08,49.68,Kharif
Millet,69,27,21,6.63,77.41,22.29,40.12,Kharif
Cotton,61,41,30,6.04,143.33,25.06,47.97,Kharif
Rice,84,49,47,6.49,259.46,32.3,88.07,Kharif
Maize,84,37,52,5.89,120.84,25.78,51.57,Kharif
Wheat,64,45,39,7.26,69.39,13.22,58.3,Rabi
Wheat,92,51,38,6.32,93.49,16.29,50.08,Rabi
Maize,105,40,50,6.86,146.07,19.46,64.89,Kharif
Sugarcane,146,73,58,6.43,222.8,22.39,66.3,Kharif
Rice,110,64,55,5.51,169.47,23.0,81.94,Kharif
Maize,73,60,60,6.72,151.37,25.95,50.13,Zaid
Wheat,77,38,50,6.22,78.72,11.13,55.0,Rabi
Cotton,70,31,31,7.07,127.28,21.06,45.93,Kharif
Rice,104,70,77,6.58,217.9,32.84,86.47,Kharif
Millet,59,37,27,6.17,81.32,21.68,38.96,Kharif
Maize,100,46,50,6.35,143.65,20.77,58.06,Zaid
Sugarcane,134,57,54,6.82,128.04,33.21,63.55,Zaid
Cotton,55,45,48,7.03,104.95,31.16,50.1,Kharif
Millet,46,50,50,6.23,87.35,31.39,39.42,Kharif
Rice,117,61,41,6.04,275.29,27.7,84.62,Kharif
Cotton,79,49,39,5.95,83.92,22.31,50.69,Kharif
Maize,106,64,36,6.0,163.8,28.52,60.81,Kharif
Cotton,79,39,48,7.16,131.24,31.1,47.18,Kharif
Rice,108,45,62,6.34,252.23,23.17,85.91,Kharif
Cotton,62,26,27,6.59,85.81,24.5,40.1,Kharif
Wheat,74,37,45,7.11,54.66,23.86,45.28,Rabi
Cotton,68,39,49,5.77,77.38,34.59,50.99,Kharif
Cotton,78,29,44,7.37,78.48,30.87,41.34,Kharif
Millet,49,39,30,6.31,76.09,20.59,37.99,Kharif
Sugarcane,147,62,61,6.8,175.76,30.54,81.29,Zaid
Maize,98,39,54,6.01,173.92,21.79,66.01,Kharif
Wheat,79,40,44,6.21,116.19,20.09,41.08,Rabi
Wheat,67,40,58,7.17,108.18,14.69,53.63,Rabi
Sugarcane,107,67,51,6.49,187.49,26.41,84.51,Kharif
Rice,96,70,42,5.59,218.62,31.07,73.15,Kharif
Wheat,96,38,30,7.39,66.26,17.95,46.87,Rabi
Cotton,51,43,34,6.23,64.26,22.46,42.85,Kharif
Maize,94,52,51,6.88,129.12,26.15,52.92,Kharif
Cotton,89,40,49,5.76,80.55,22.68,44.95,Kharif
Millet,65,36,32,6.99,59.63,31.06,34.75,Kharif
Maize,90,50,35,5.86,160.1,23.28,63.98,Kharif
Millet,47,37,25,6.0,62.2,29.65,38.01,Kharif
Wheat,63,32,48,6.65,105.53,19.93,48.21,Rabi
Cotton,86,52,52,6.82,141.45,23.5,49.66,Kharif
Wheat,100,47,35,6.15,113.19,16.68,41.47,Rabi
Wheat,64,40,58,6.03,59.51,19.89,59.56,Rabi
Wheat,69,57,39,6.27,102.15,11.77,44.8,Rabi
Rice,91,68,53,6.74,240.34,33.53,74.9,Kharif
Cotton,66,41,32,7.48,78.41,22.97,52.23,Kharif
Rice,96,51,56,6.76,291.98,23.47,73.42,Kharif
Maize,99,48,54,6.94,121.86,28.36,55.13,Kharif
Sugarcane,97,58,65,7.15,191.29,30.48,69.57,Zaid
Wheat,83,43,49,6.42,72.48,24.53,53.37,Rabi
Wheat,77,48,41,6.23,83.32,19.71,41.11,Rabi
Cotton,87,31,47,5.78,74.37,34.0,53.66,Kharif
Millet,63,27,39,6.78,69.39,26.52,37.0,Kharif
Cotton,70,44,30,6.99,134.1,32.98,42.13,Kharif
Rice,80,43,73,5.67,164.93,32.25,85.93,Kharif
Maize,95,47,56,6.27,131.85,23.28,61.37,Zaid
Cotton,60,51,47,5.9,95.74,22.0,49.03,Kharif
Cotton,55,34,51,5.81,84.17,21.9,43.65,Kharif
Sugarcane,125,54,45,6.22,205.29,28.37,81.07,Kharif
Cotton,85,29,47,6.03,84.62,26.47,49.2,Kharif
Millet,35,38,20,5.24,69.01,24.6,42.81,Kharif
Sugarcane,138,66,77,6.88,131.2,32.73,73.68,Zaid
Millet,55,39,25,5.22,90.58,31.6,47.81,Kharif
Rice,89,51,58,6.76,290.27,26.18,85.79,Kharif
Millet,33,20,30,5.83,69.48,22.01,41.31,Kharif
Millet,70,29,32,6.64,71.04,22.77,46.58,Kharif
Rice,115,50,52,6.34,172.04,25.13,88.18,Kharif
Wheat,91,47,56,7.05,109.78,24.38,49.8,Rabi
Maize,79,49,35,5.86,126.26,20.24,66.81,Kharif
Rice,119,42,65,5.64,180.11,33.5,79.94,Kharif
Maize,79,44,57,6.19,139.68,27.81,59.51,Kharif
Maize,85,43,54,6.79,177.46,28.15,67.1,Zaid
Sugarcane,144,62,64,6.95,133.19,23.94,71.47,Kharif
Maize,97,60,58,6.22,145.23,28.71,57.7,Kharif
Millet,44,47,23,5.08,52.25,22.41,31.63,Kharif
Rice,91,62,47,6.63,218.43,26.94,88.89,Kharif
Sugarcane,90,41,55,6.36,186.83,28.02,81.65,Zaid
Cotton,66,37,31,6.06,99.64,26.0,54.73,Kharif
Cotton,78,28,41,6.36,148.62,24.02,54.29,Kharif
Rice,116,51,64,6.52,289.53,30.98,85.52,Kharif
Cotton,87,40,50,6.89,110.53,26.14,40.89,Kharif
Rice,104,40,70,5.77,175.97,27.63,81.72,Kharif
Millet,47,30,36,5.76,78.52,26.86,43.11,Kharif
Sugarcane,125,55,80,7.36,249.12,30.64,83.2,Zaid
Cotton,90,30,30,5.64,89.69,29.96,50.54,Kharif
Rice,101,54,47,6.07,292.48,25.75,82.04,Kharif
Maize,103,36,38,6.28,86.84,25.18,69.25,Zaid
Rice,98,51,55,5.78,190.96,23.02,75.95,Kharif
Wheat,95,58,60,6.58,113.97,15.14,53.36,Rabi
Wheat,82,51,32,6.48,90.73,24.07,45.69,Rabi
Cotton,84,33,51,7.33,82.84,26.63,52.87,Kharif
Rice,87,61,54,6.79,262.9,26.57,82.36,Kharif
Sugarcane,135,54,45,7.4,236.56,25.06,73.28,Zaid
Wheat,62,51,49,6.76,92.11,10.09,41.91,Rabi
Millet,70,23,45,6.72,96.69,20.96,49.12,Kharif
Rice,109,44,42,5.85,153.09,23.21,73.7,Kharif
Maize,85,64,57,6.68,112.57,20.33,54.61,Zaid
Rice,118,56,65,6.49,204.82,21.08,76.99,Kharif
Maize,104,46,43,6.96,125.36,25.59,60.78,Kharif
Rice,114,50,71,5.53,165.91,32.51,86.59,Kharif
Rice,92,67,54,6.09,153.29,26.68,89.77,Kharif
Millet,33,44,49,5.32,84.64,23.85,50.43,Kharif
Maize,77,53,37,6.42,163.02,20.78,57.55,Kharif
Rice,112,70,75,6.66,215.35,33.8,84.14,Kharif
Millet,42,30,34,6.82,88.0,25.02,53.88,Kharif
Maize,95,36,35,6.7,103.29,24.18,64.58,Zaid
Millet,33,27,31,5.08,98.67,31.92,44.95,Kharif
Cotton,62,33,35,6.51,95.6,26.53,54.68,Kharif
Cotton,85,29,32,7.45,122.56,27.88,55.54,Kharif
Millet,70,45,20,5.41,91.53,23.61,53.52,Kharif
Sugarcane,139,76,42,6.4,127.8,31.0,75.43,Kharif
Millet,40,47,33,6.94,87.0,22.69,37.57,Kharif
Sugarcane,141,61,52,6.27,153.46,33.32,68.17,Zaid
Sugarcane,117,80,43,6.54,173.05,33.44,68.11,Zaid
Millet,38,45,42,6.6,97.23,29.55,40.19,Kharif
Rice,85,55,57,6.12,248.54,32.35,77.49,Kharif
Sugarcane,117,44,69,7.4,196.28,32.61,64.59,Kharif
Maize,77,42,39,6.4,137.23,23.67,59.66,Zaid
Cotton,75,30,48,6.28,127.04,34.28,46.13,Kharif
Millet,61,49,38,5.39,59.78,27.31,39.18,Kharif
Sugarcane,127,61,67,6.52,179.26,28.37,77.16,Zaid
Rice,81,49,58,5.8,296.25,29.97,79.05,Kharif
Sugarcane,105,74,75,6.64,173.13,30.8,64.81,Zaid
Cotton,78,29,27,7.04,116.29,25.31,47.72,Kharif
Cotton,51,28,54,5.75,132.78,23.08,47.67,Kharif
Millet,44,25,35,6.19,84.11,24.07,44.76,Kharif
Maize,81,47,57,6.16,148.52,27.67,57.57,Kharif
Sugarcane,118,58,74,7.24,220.68,30.04,79.0,Kharif
Cotton,81,39,55,6.42,64.18,25.12,51.74,Kharif
Cotton,68,51,27,6.2,96.46,30.93,59.44,Kharif
Maize,104,58,54,6.03,153.5,20.34,61.69,Zaid
Wheat,77,59,54,6.6,63.07,12.77,50.45,Rabi
Sugarcane,104,62,77,6.37,207.53,32.15,80.18,Kharif
Maize,99,52,45,6.16,93.5,23.07,51.82,Kharif
Millet,69,31,22,5.77,57.74,20.2,34.9,Kharif
Millet,52,29,45,6.24,77.08,28.2,39.61,Kharif
Sugarcane,105,51,70,7.03,159.96,25.63,78.13,Zaid
Wheat,82,46,39,7.0,71.58,13.14,47.76,Rabi
Cotton,75,53,46,7.48,122.2,34.04,42.36,Kharif
Sugarcane,129,70,54,7.47,131.12,30.84,64.32,Zaid
Sugarcane,136,50,65,6.31,144.96,20.48,68.25,Zaid
Rice,101,58,52,5.57,186.01,32.48,79.25,Kharif
Wheat,90,55,31,6.37,56.98,22.26,41.73,Rabi
Sugarcane,138,55,46,6.12,194.87,30.52,72.04,Kharif
Millet,51,31,36,5.59,42.66,28.72,52.45,Kharif
Maize,72,42,48,6.74,149.75,28.89,67.72,Zaid
Maize,109,52,40,6.41,130.21,25.32,53.72,Zaid
Rice,104,61,80,5.81,215.16,23.15,87.51,Kharif
Rice,100,43,59,6.38,182.2,34.84,80.67,Kharif
Rice,89,52,54,6.57,159.81,26.65,76.87,Kharif
Wheat,95,50,42,7.34,82.57,12.02,40.27,Rabi
Rice,81,67,40,6.29,284.84,22.85,77.43,Kharif
Cotton,71,38,38,5.81,142.2,27.0,47.56,Kharif
Sugarcane,107,41,49,6.35,246.61,28.56,82.67,Kharif
Maize,92,42,55,6.19,87.73,23.47,66.37,Zaid
Wheat,82,58,32,6.33,62.83,21.58,45.1,Rabi
Cotton,79,30,41,6.29,138.67,29.66,48.12,Kharif
Cotton,81,49,52,5.73,78.69,34.48,59.15,Kharif
Rice,83,49,65,5.84,174.37,34.35,84.11,Kharif
Millet,38,45,21,6.72,51.41,31.96,37.06,Kharif
Millet,62,44,34,6.22,99.99,29.63,40.72,Kharif
Millet,66,38,48,6.03,56.37,22.52,37.38,Kharif
Maize,102,53,42,6.14,160.59,18.38,61.88,Kharif
Sugarcane,128,49,47,6.21,164.14,34.14,72.57,Zaid
Wheat,96,49,38,6.95,55.51,12.63,45.18,Rabi
Cotton,79,46,54,7.19,71.87,21.49,47.9,Kharif
Rice,80,67,79,5.63,262.67,24.68,84.35,Kharif
Maize,83,50,38,6.58,92.9,22.54,68.49,Kharif
Wheat,70,38,57,6.84,91.83,15.19,47.43,Rabi
Maize,70,40,60,6.77,135.22,18.02,62.73,Kharif
Wheat,68,52,59,6.9,68.44,13.87,47.01,Rabi
Millet,33,24,38,6.64,51.84,20.58,49.54,Kharif
Maize,74,61,42,6.56,123.02,18.22,60.8,Zaid
Wheat,75,51,43,6.14,101.27,11.71,45.47,Rabi
Wheat,88,54,35,6.7,109.66,10.19,45.96,Rabi
Sugarcane,150,64,58,6.19,133.79,28.78,66.07,Zaid
Sugarcane,142,65,40,6.5,195.17,21.47,83.38,Zaid
Rice,116,44,80,6.65,292.96,20.58,71.18,Kharif
Rice,99,47,42,6.29,228.33,27.78,77.73,Kharif
Wheat,73,59,40,7.4,91.71,22.86,57.26,Rabi
Maize,72,59,57,6.76,97.83,18.93,66.74,Kharif
Cotton,53,29,32,7.22,70.69,24.97,54.67,Kharif
Wheat,82,34,47,6.24,95.38,20.53,50.07,Rabi
Maize,90,65,45,6.98,153.69,23.67,62.23,Zaid
Millet,64,30,50,6.46,81.96,27.45,30.48,Kharif
Sugarcane,137,64,78,6.86,198.83,22.53,81.44,Zaid
Cotton,54,40,37,7.11,87.53,25.41,57.4,Kharif
Millet,35,44,47,5.83,60.64,26.07,31.54,Kharif
Millet,33,35,37,6.47,51.6,23.32,53.61,Kharif
Millet,38,26,48,6.45,55.69,31.22,40.26,Kharif
Millet,65,31,37,5.7,51.94,31.14,34.37,Kharif
Cotton,69,26,36,5.9,105.39,30.37,57.96,Kharif
Maize,70,36,45,6.2,122.99,25.32,68.18,Kharif
Wheat,89,39,52,6.81,78.2,22.77,43.85,Rabi
Cotton,88,41,46,5.83,144.67,29.09,56.11,Kharif
Maize,96,63,59,5.81,169.97,19.78,59.01,Zaid
Rice,118,41,56,6.23,201.89,26.25,85.95,Kharif
Wheat,77,49,43,6.76,71.36,20.91,51.02,Rabi
Cotton,65,39,55,7.1,147.54,29.81,57.49,Kharif
Millet,56,21,32,6.17,56.33,30.39,37.08,Kharif
Rice,106,70,65,6.56,189.58,32.44,84.02,Kharif
Maize,99,56,39,6.44,154.99,24.84,61.9,Kharif
Wheat,100,52,55,7.45,58.84,10.67,46.19,Rabi
Cotton,54,53,54,6.9,84.87,34.15,40.72,Kharif
Wheat,64,50,56,7.19,70.1,21.56,48.8,Rabi
Cotton,86,55,39,7.4,76.14,30.45,51.53,Kharif
Millet,33,30,38,5.46,56.35,22.64,43.53,Kharif
Rice,82,65,49,6.53,217.24,24.84,85.15,Kharif
Maize,78,46,58,5.85,86.89,26.56,50.49,Kharif
Cotton,71,29,25,5.59,124.25,34.02,54.34,Kharif
Cotton,66,37,53,5.53,122.52,24.23,57.16,Kharif
Wheat,74,59,38,6.04,71.91,20.7,42.95,Rabi
Millet,35,26,44,6.41,79.8,21.25,36.79,Kharif
Sugarcane,129,48,40,6.66,139.05,33.52,80.14,Zaid
Maize,93,41,42,6.76,174.55,29.97,69.53,Zaid
Rice,112,53,63,5.89,270.96,28.01,85.88,Kharif
Maize,86,51,37,5.94,90.79,18.63,56.42,Kharif
Cotton,89,50,26,6.71,81.97,23.65,57.33,Kharif
Maize,86,35,61,5.89,170.98,23.37,66.77,Kharif
Wheat,97,40,52,6.89,53.28,16.03,45.15,Rabi
Maize,77,54,35,5.97,98.29,27.64,58.79,Kharif
Millet,69,45,22,6.6,61.87,21.92,40.1,Kharif
Sugarcane,122,43,43,6.88,172.1,32.94,61.25,Zaid
Wheat,98,36,39,6.79,77.1,20.51,51.67,Rabi
Rice,94,60,60,6.24,217.01,31.03,77.57,Kharif
Sugarcane,150,49,45,6.03,204.08,28.11,73.57,Zaid
Maize,84,53,51,6.23,165.95,29.27,54.4,Zaid
Millet,38,31,41,6.19,40.43,20.41,33.69,Kharif
Rice,107,61,48,6.76,245.42,30.39,74.36,Kharif
Millet,52,42,42,6.73,97.39,21.51,32.41,Kharif
Cotton,89,55,36,6.23,118.74,25.28,44.77,Kharif
Cotton,62,25,27,6.47,146.09,32.76,58.83,Kharif
Cotton,57,27,54,7.12,143.06,34.26,53.66,Kharif
Rice,103,45,67,5.74,239.57,32.89,77.65,Kharif
Wheat,73,39,57,6.39,114.31,18.45,47.11,Rabi
Wheat,66,54,45,7.23,56.86,20.2,45.87,Rabi
Wheat,64,44,56,7.45,79.04,20.28,45.35,Rabi
Wheat,83,44,40,6.65,62.39,21.38,58.3,Rabi
Millet,61,45,29,6.75,58.53,28.41,51.54,Kharif
Sugarcane,143,68,49,6.33,128.64,24.06,69.94,Zaid
Millet,47,49,42,5.66,91.0,21.12,31.05,Kharif
Wheat,86,58,44,6.59,112.77,13.62,54.12,Rabi
Wheat,85,50,60,6.84,108.44,16.14,52.35,Rabi
Sugarcane,128,67,55,7.17,189.69,21.77,76.29,Kharif
Sugarcane,114,52,68,6.78,234.26,33.42,71.34,Kharif
Maize,103,64,65,6.32,101.21,21.52,59.43,Zaid
Rice,105,66,66,6.21,278.51,27.72,88.19,Kharif
Sugarcane,96,57,55,6.75,239.43,26.28,81.37,Kharif
Wheat,94,47,58,7.5,101.18,14.72,45.98,Rabi
Maize,88,51,56,5.86,138.08,27.73,50.72,Zaid
Rice,96,44,54,6.23,295.64,25.18,84.84,Kharif
Maize,80,59,50,6.77,93.76,21.73,62.5,Zaid
Wheat,93,55,54,7.49,79.53,11.46,42.41,Rabi
Millet,33,45,42,5.77,86.16,21.91,47.53,Kharif
Cotton,55,50,46,7.23,62.64,27.16,50.22,Kharif
Maize,95,44,47,6.37,176.4,26.15,69.66,Kharif
Wheat,75,37,45,7.27,68.2,12.93,46.28,Rabi
Wheat,67,47,50,7.28,69.04,18.9,45.66,Rabi
Cotton,80,33,26,6.36,111.02,32.61,46.52,Kharif
Wheat,97,36,32,7.43,111.65,21.51,49.35,Rabi
Rice,97,63,42,6.46,268.6,27.7,80.72,Kharif
Rice,100,55,56,6.68,276.05,20.15,87.39,Kharif
Sugarcane,113,66,59,6.1,245.95,34.58,75.27,Kharif
Wheat,89,33,40,7.44,62.43,17.97,40.87,Rabi
Wheat,65,47,54,7.47,52.59,18.1,49.0,Rabi
Cotton,66,45,34,6.07,130.36,27.45,59.87,Kharif
Cotton,86,29,44,5.97,143.01,31.48,46.67,Kharif
Wheat,90,33,38,7.06,64.05,12.38,41.54,Rabi
Maize,70,38,43,6.21,108.05,22.96,64.28,Kharif
Cotton,70,43,29,6.1,60.65,28.22,43.01,Kharif
Maize,93,64,52,6.01,166.37,27.24,61.4,Kharif
Millet,70,24,50,5.88,66.77,29.29,39.18,Kharif
Cotton,70,54,34,6.41,101.71,24.82,58.0,Kharif
Millet,35,29,46,6.02,96.08,29.98,54.79,Kharif
Sugarcane,100,78,50,6.53,207.68,20.98,74.62,Kharif
Wheat,74,45,40,7.33,90.54,13.41,41.59,Rabi
Millet,65,27,50,5.21,72.59,23.62,46.52,Kharif
Rice,83,65,53,5.57,298.88,27.61,70.48,Kharif
Millet,59,20,27,6.55,82.05,21.67,46.44,Kharif
Rice,119,54,49,5.86,186.32,33.04,82.51,Kharif
Rice,93,63,71,6.62,154.1,20.05,75.63,Kharif
Millet,42,47,23,6.11,59.92,22.92,50.38,Kharif
Maize,71,36,43,5.81,160.7,19.62,55.8,Zaid
Millet,35,45,46,5.17,91.22,28.44,50.01,Kharif
Millet,40,40,28,5.12,62.29,31.78,32.63,Kharif
Sugarcane,143,63,50,6.53,139.29,22.35,61.09,Kharif
Cotton,88,49,41,5.52,147.16,29.29,54.4,Kharif
Wheat,88,41,53,6.89,59.2,16.02,51.38,Rabi
Wheat,69,58,35,6.91,51.38,12.97,49.56,Rabi
Cotton,59,33,40,6.93,121.38,26.22,57.55,Kharif
Wheat,98,60,47,7.42,88.44,16.83,42.68,Rabi
Cotton,75,53,48,6.9,77.78,21.59,46.11,Kharif
Cotton,75,39,37,6.57,61.71,24.2,52.78,Kharif
Rice,113,70,60,6.39,276.68,27.04,86.58,Kharif
Wheat,99,59,55,6.67,69.03,22.91,52.97,Rabi
Sugarcane,131,48,54,6.26,247.33,22.74,82.78,Kharif
Cotton,81,44,35,5.61,145.34,23.81,46.05,Kharif
Sugarcane,122,43,65,6.91,213.79,21.32,75.7,Kharif
Maize,106,60,47,6.39,84.17,19.86,52.56,Kharif
Wheat,72,30,41,7.26,54.5,23.31,42.51,Rabi
Rice,101,64,67,6.25,193.06,29.94,80.05,Kharif
Rice,117,44,52,5.72,271.97,25.19,80.07,Kharif
Maize,86,50,64,6.03,84.84,21.93,64.54,Kharif
Maize,103,53,60,6.02,135.28,28.86,65.77,Kharif
Rice,107,44,51,5.82,200.68,20.65,88.1,Kharif
Wheat,60,34,41,6.08,91.05,23.31,50.57,Rabi
Sugarcane,131,53,79,6.11,146.25,29.87,71.09,Zaid
Wheat,72,57,33,7.17,70.18,15.02,55.69,Rabi
Wheat,87,48,60,6.4,53.59,11.76,59.05,Rabi
Millet,68,42,28,6.21,71.62,20.21,31.8,Kharif
Millet,33,35,26,5.8,60.21,27.65,43.39,Kharif
Maize,78,53,47,6.13,175.28,19.04,68.78,Zaid
Millet,52,42,27,5.14,65.77,28.9,36.73,Kharif
Millet,70,48,21,6.81,91.35,26.19,35.95,Kharif
Sugarcane,127,71,71,6.8,149.06,24.8,60.54,Zaid
Cotton,84,39,39,7.45,123.65,31.56,51.27,Kharif
Wheat,89,30,40,6.73,93.39,18.06,51.25,Rabi
